time_sent,time_received,time_elapsed
2023-04-24 21:48:08.803497,2023-04-24 21:48:08.806425,2.928
2023-04-24 21:48:08.805447,2023-04-24 21:48:08.808378,2.931
2023-04-24 21:48:08.807400,2023-04-24 21:48:08.809355,1.955
2023-04-24 21:48:08.808378,2023-04-24 21:48:08.811305,2.927
2023-04-24 21:48:08.810329,2023-04-24 21:48:08.813261,2.932
2023-04-24 21:48:08.812283,2023-04-24 21:48:08.815213,2.93
2023-04-24 21:48:08.813261,2023-04-24 21:48:08.817167,3.906
2023-04-24 21:48:08.816192,2023-04-24 21:48:08.819119,2.927
2023-04-24 21:48:08.818144,2023-04-24 21:48:08.821072,2.928
2023-04-24 21:48:08.819119,2023-04-24 21:48:08.822047,2.928
2023-04-24 21:48:08.821072,2023-04-24 21:48:08.824981,3.909
2023-04-24 21:48:08.824981,2023-04-24 21:48:08.861675,36.694
2023-04-24 21:48:08.823026,2023-04-24 21:48:08.868512,45.486
2023-04-24 21:48:08.866558,2023-04-24 21:48:08.871442,4.884
2023-04-24 21:48:08.869489,2023-04-24 21:48:08.873393,3.904
2023-04-24 21:48:08.871442,2023-04-24 21:48:08.875347,3.905
2023-04-24 21:48:08.874370,2023-04-24 21:48:08.878277,3.907
2023-04-24 21:48:08.876323,2023-04-24 21:48:08.906594,30.271
2023-04-24 21:48:08.879254,2023-04-24 21:48:08.909524,30.27
2023-04-24 21:48:08.906594,2023-04-24 21:48:08.911477,4.883
2023-04-24 21:48:08.911477,2023-04-24 21:48:08.918313,6.836
2023-04-24 21:48:08.912454,2023-04-24 21:48:08.922217,9.763
2023-04-24 21:48:08.919288,2023-04-24 21:48:08.924171,4.883
2023-04-24 21:48:08.922217,2023-04-24 21:48:08.926124,3.907
2023-04-24 21:48:08.925146,2023-04-24 21:48:08.928076,2.93
2023-04-24 21:48:08.927102,2023-04-24 21:48:08.929054,1.952
2023-04-24 21:48:08.928076,2023-04-24 21:48:08.931984,3.908
2023-04-24 21:48:08.930030,2023-04-24 21:48:08.932960,2.93
2023-04-24 21:48:08.931984,2023-04-24 21:48:08.934912,2.928
2023-04-24 21:48:08.933938,2023-04-24 21:48:08.936868,2.93
2023-04-24 21:48:08.935890,2023-04-24 21:48:08.938818,2.928
2023-04-24 21:48:08.937844,2023-04-24 21:48:08.940771,2.927
2023-04-24 21:48:08.938818,2023-04-24 21:48:08.941748,2.93
2023-04-24 21:48:08.940771,2023-04-24 21:48:08.943701,2.93
2023-04-24 21:48:08.942725,2023-04-24 21:48:08.945654,2.929
2023-04-24 21:48:08.943701,2023-04-24 21:48:08.946629,2.928
2023-04-24 21:48:08.945654,2023-04-24 21:48:08.949560,3.906
2023-04-24 21:48:08.947608,2023-04-24 21:48:08.951513,3.905
2023-04-24 21:48:08.949560,2023-04-24 21:48:08.953468,3.908
2023-04-24 21:48:08.951513,2023-04-24 21:48:08.954443,2.93
2023-04-24 21:48:08.953468,2023-04-24 21:48:08.957371,3.903
2023-04-24 21:48:08.955418,2023-04-24 21:48:08.958348,2.93
2023-04-24 21:48:08.957371,2023-04-24 21:48:08.960302,2.931
2023-04-24 21:48:08.959324,2023-04-24 21:48:08.962254,2.93
2023-04-24 21:48:08.960302,2023-04-24 21:48:08.963230,2.928
2023-04-24 21:48:08.962254,2023-04-24 21:48:08.966161,3.907
2023-04-24 21:48:08.964208,2023-04-24 21:48:08.968115,3.907
2023-04-24 21:48:08.967138,2023-04-24 21:48:08.970067,2.929
2023-04-24 21:48:08.969091,2023-04-24 21:48:08.972019,2.928
2023-04-24 21:48:08.971043,2023-04-24 21:48:08.972996,1.953
2023-04-24 21:48:08.972019,2023-04-24 21:48:08.974949,2.93
2023-04-24 21:48:08.973973,2023-04-24 21:48:08.976903,2.93
2023-04-24 21:48:08.975925,2023-04-24 21:48:08.977877,1.952
2023-04-24 21:48:08.976903,2023-04-24 21:48:08.979832,2.929
2023-04-24 21:48:08.978855,2023-04-24 21:48:08.982761,3.906
2023-04-24 21:48:08.981785,2023-04-24 21:48:08.984715,2.93
2023-04-24 21:48:08.983737,2023-04-24 21:48:08.986667,2.93
2023-04-24 21:48:08.985691,2023-04-24 21:48:08.988621,2.93
2023-04-24 21:48:08.987643,2023-04-24 21:48:08.990572,2.929
2023-04-24 21:48:08.988621,2023-04-24 21:48:08.991552,2.931
2023-04-24 21:48:08.990572,2023-04-24 21:48:08.993502,2.93
2023-04-24 21:48:08.992526,2023-04-24 21:48:08.995456,2.93
2023-04-24 21:48:08.993502,2023-04-24 21:48:08.996964,3.462
2023-04-24 21:48:08.995456,2023-04-24 21:48:08.998901,3.445
2023-04-24 21:48:08.997924,2023-04-24 21:48:09.000854,2.93
2023-04-24 21:48:08.999876,2023-04-24 21:48:09.002806,2.93
2023-04-24 21:48:09.000854,2023-04-24 21:48:09.003781,2.927
2023-04-24 21:48:09.002806,2023-04-24 21:48:09.005736,2.93
2023-04-24 21:48:09.004759,2023-04-24 21:48:09.007236,2.477
2023-04-24 21:48:09.006711,2023-04-24 21:48:09.009181,2.47
2023-04-24 21:48:09.008206,2023-04-24 21:48:09.010158,1.952
2023-04-24 21:48:09.010158,2023-04-24 21:48:09.012110,1.952
2023-04-24 21:48:09.011135,2023-04-24 21:48:09.014064,2.929
2023-04-24 21:48:09.013088,2023-04-24 21:48:09.016017,2.929
2023-04-24 21:48:09.016017,2023-04-24 21:48:09.018488,2.471
2023-04-24 21:48:09.016017,2023-04-24 21:48:09.019462,3.445
2023-04-24 21:48:09.018488,2023-04-24 21:48:09.021419,2.931
2023-04-24 21:48:09.020439,2023-04-24 21:48:09.023369,2.93
2023-04-24 21:48:09.022392,2023-04-24 21:48:09.025322,2.93
2023-04-24 21:48:09.023369,2023-04-24 21:48:09.026300,2.931
2023-04-24 21:48:09.025322,2023-04-24 21:48:09.051231,25.909
2023-04-24 21:48:09.027278,2023-04-24 21:48:09.051231,23.953
2023-04-24 21:48:09.051231,2023-04-24 21:48:09.054158,2.927
2023-04-24 21:48:09.052206,2023-04-24 21:48:09.056109,3.903
2023-04-24 21:48:09.055133,2023-04-24 21:48:09.059040,3.907
2023-04-24 21:48:09.057087,2023-04-24 21:48:09.065876,8.789
2023-04-24 21:48:09.061970,2023-04-24 21:48:09.069784,7.814
2023-04-24 21:48:09.069784,2023-04-24 21:48:09.071737,1.953
2023-04-24 21:48:09.070759,2023-04-24 21:48:09.073688,2.929
2023-04-24 21:48:09.072710,2023-04-24 21:48:09.075639,2.929
2023-04-24 21:48:09.074667,2023-04-24 21:48:09.077594,2.927
2023-04-24 21:48:09.076619,2023-04-24 21:48:09.079545,2.926
2023-04-24 21:48:09.078569,2023-04-24 21:48:09.089309,10.74
2023-04-24 21:48:09.079545,2023-04-24 21:48:09.106887,27.342
2023-04-24 21:48:09.091270,2023-04-24 21:48:09.125440,34.17
2023-04-24 21:48:09.124466,2023-04-24 21:48:09.127394,2.928
2023-04-24 21:48:09.125440,2023-04-24 21:48:09.128371,2.931
2023-04-24 21:48:09.127394,2023-04-24 21:48:09.130325,2.931
2023-04-24 21:48:09.129349,2023-04-24 21:48:09.133253,3.904
2023-04-24 21:48:09.132280,2023-04-24 21:48:09.134233,1.953
2023-04-24 21:48:09.134233,2023-04-24 21:48:09.137160,2.927
2023-04-24 21:48:09.135206,2023-04-24 21:48:09.138136,2.93
2023-04-24 21:48:09.138136,2023-04-24 21:48:09.140091,1.955
2023-04-24 21:48:09.139113,2023-04-24 21:48:09.142042,2.929
2023-04-24 21:48:09.141067,2023-04-24 21:48:09.143997,2.93
2023-04-24 21:48:09.143019,2023-04-24 21:48:09.144971,1.952
2023-04-24 21:48:09.143997,2023-04-24 21:48:09.146925,2.928
2023-04-24 21:48:09.145951,2023-04-24 21:48:09.148879,2.928
2023-04-24 21:48:09.147901,2023-04-24 21:48:09.150831,2.93
2023-04-24 21:48:09.149855,2023-04-24 21:48:09.152783,2.928
2023-04-24 21:48:09.151809,2023-04-24 21:48:09.154736,2.927
2023-04-24 21:48:09.153763,2023-04-24 21:48:09.156689,2.926
2023-04-24 21:48:09.155715,2023-04-24 21:48:09.158643,2.928
2023-04-24 21:48:09.158643,2023-04-24 21:48:09.160596,1.953
